"","Cust_id","Freq","Recency","last_trans","Monetary Value","R_Score","F_Score","M_Score","M_SCORE","Segments"
"3988","17758",6,13,"2011-11-20",3456.7,4,3,4,4,"About to Sleep"
"3994","17765",3,33,"2011-07-04",371.88,1,1,1,1,"Lost Customers"
"3996","17768",3,12,"2011-12-01",2273.18,4,1,4,4,"Potential Customers"
"3997","17769",9,12,"2011-11-27",3966.84,4,4,5,5,"Champions"
"3998","17770",4,39,"2011-05-25",1143.27,1,2,2,2,"Hibernating"
"4001","17774",4,24,"2011-09-04",1215.46,1,2,2,2,"Hibernating"
"4003","17777",3,14,"2011-11-15",665.86,3,1,1,1,"Promising Customers"
"4004","17779",3,13,"2011-11-18",642.17,4,1,1,1,"Promising Customers"
"4009","17787",4,32,"2011-07-10",1865.19,1,2,3,3,"About to Sleep"
"4012","17790",12,14,"2011-11-13",1965.55,3,5,3,3,"About to Sleep"
"4016","17796",4,16,"2011-10-30",697.9,2,2,1,1,"About to Sleep"
"4018","17799",9,14,"2011-11-17",3026.08,3,4,4,4,"Loyal Customers"
"4019","17800",9,16,"2011-11-02",1199.01,2,4,2,2,"About to Sleep"
"4020","17802",3,22,"2011-09-18",1251.84,1,1,2,2,"Hibernating"
"4023","17809",10,13,"2011-11-23",5345.91,4,5,5,5,"Champions"
"4024","17811",38,11,"2011-12-05",7686.41,5,5,5,5,"Champions"
"4025","17812",4,12,"2011-11-27",732.16,4,2,1,1,"Promising Customers"
"4026","17813",4,12,"2011-11-25",1760.44,4,2,3,3,"Potential Customers"
"4027","17816",4,16,"2011-11-03",36.56,2,2,1,1,"About to Sleep"
"4029","17819",7,21,"2011-09-29",3661.07,1,4,4,4,"About to Sleep"
"4032","17827",3,11,"2011-12-04",1995.46,5,1,3,3,"About to Sleep"
"4033","17828",4,14,"2011-11-17",1690.09,3,2,3,3,"Need Attention"
"4035","17830",3,11,"2011-12-08",398.7,5,1,1,1,"Recent Customers"
"4038","17835",3,11,"2011-12-07",350.64,5,1,1,1,"Recent Customers"
"4040","17837",8,16,"2011-10-28",1560.53,2,4,3,3,"About to Sleep"
"4041","17838",4,23,"2011-09-11",2312.7,1,2,4,4,"About to Sleep"
"4043","17841",112,11,"2011-12-08",40343.28,5,5,5,5,"Champions"
"4047","17848",9,22,"2011-09-19",901.2,1,4,2,2,"About to Sleep"
"4048","17849",4,42,"2011-05-05",605.8,1,2,1,1,"About to Sleep"
"4053","17856",4,11,"2011-12-08",1393.79,5,2,3,3,"About to Sleep"
"4054","17857",20,11,"2011-12-05",26806.54,5,5,5,5,"Champions"
"4055","17858",12,11,"2011-12-04",5155.66,5,5,5,5,"Champions"
"4058","17861",7,11,"2011-12-06",2100.8,5,4,3,3,"About to Sleep"
"4060","17863",6,19,"2011-10-11",3160,2,3,4,4,"About to Sleep"
"4061","17864",3,12,"2011-11-27",597.5,4,1,1,1,"Promising Customers"
"4062","17865",15,15,"2011-11-09",10424.32,3,5,5,5,"Loyal Customers"
"4064","17867",4,15,"2011-11-09",1184.35,3,2,2,2,"Need Attention"
"4065","17869",4,26,"2011-08-24",428.18,1,2,1,1,"About to Sleep"
"4066","17870",9,11,"2011-12-07",1889.4,5,4,3,3,"About to Sleep"
"4068","17873",5,22,"2011-09-20",1764.36,1,3,3,3,"About to Sleep"
"4069","17874",3,37,"2011-06-07",658.26,1,1,1,1,"Lost Customers"
"4075","17883",4,11,"2011-12-06",671.77,5,2,1,1,"About to Sleep"
"4076","17884",4,11,"2011-12-06",717.45,5,2,1,1,"About to Sleep"
"4078","17886",3,15,"2011-11-08",899.61,3,1,2,2,"Promising Customers"
"4080","17888",7,13,"2011-11-18",597.78,4,4,1,1,"About to Sleep"
"4084","17892",3,18,"2011-10-14",244.1,2,1,1,1,"About to Sleep"
"4086","17894",8,21,"2011-09-29",1119.81,1,4,2,2,"About to Sleep"
"4089","17897",3,35,"2011-06-20",541.1,1,1,1,1,"Lost Customers"
"4095","17905",4,21,"2011-09-29",800.24,1,2,1,1,"About to Sleep"
"4099","17912",4,55,"2011-02-02",295.61,1,2,1,1,"About to Sleep"
"4102","17917",3,17,"2011-10-25",341.28,2,1,1,1,"About to Sleep"
"4104","17920",17,11,"2011-12-05",4204.1,5,5,5,5,"Champions"
"4105","17921",4,20,"2011-10-06",826.52,2,2,1,1,"About to Sleep"
"4107","17924",5,12,"2011-11-28",2958.75,4,3,4,4,"About to Sleep"
"4111","17929",4,12,"2011-11-28",843,4,2,1,1,"Promising Customers"
"4112","17930",5,15,"2011-11-04",1740.48,3,3,3,3,"Need Attention"
"4114","17932",3,15,"2011-11-10",1331.57,3,1,2,2,"Promising Customers"
"4118","17937",7,12,"2011-12-01",4301.22,4,4,5,5,"Champions"
"4120","17940",8,17,"2011-10-21",2238.58,2,4,4,4,"Loyal Customers"
"4126","17949",27,11,"2011-12-08",55180.88,5,5,5,5,"Champions"
"4128","17951",3,16,"2011-10-31",1008.54,2,1,2,2,"About to Sleep"
"4129","17954",11,11,"2011-12-04",2295.37,5,5,4,4,"Champions"
"4130","17955",3,39,"2011-05-25",557.3,1,1,1,1,"Lost Customers"
"4135","17961",35,13,"2011-11-18",1296.44,4,5,2,2,"About to Sleep"
"4138","17965",13,16,"2011-11-02",2622.57,2,5,4,4,"Loyal Customers"
"4139","17966",4,16,"2011-11-02",1098.43,2,2,2,2,"Need Attention"
"4146","17974",3,14,"2011-11-15",740.79,3,1,1,1,"Promising Customers"
"4147","17975",13,13,"2011-11-24",4393.61,4,5,5,5,"Champions"
"4151","17979",3,15,"2011-11-04",737.81,3,1,1,1,"Promising Customers"
"4152","17980",3,34,"2011-06-27",811.45,1,1,1,1,"Lost Customers"
"4157","17988",5,12,"2011-11-28",191.17,4,3,1,1,"About to Sleep"
"4158","17990",3,44,"2011-04-17",630.84,1,1,1,1,"Lost Customers"
"4160","17994",3,28,"2011-08-10",631.59,1,1,1,1,"Lost Customers"
"4162","17997",7,21,"2011-09-26",1676.18,1,4,3,3,"About to Sleep"
"4168","18008",8,20,"2011-09-30",2116.19,2,4,3,3,"About to Sleep"
"4175","18016",5,15,"2011-11-07",1483.56,3,3,3,3,"Need Attention"
"4176","18017",3,22,"2011-09-19",523,1,1,1,1,"Lost Customers"
"4187","18036",3,15,"2011-11-07",405.62,3,1,1,1,"Promising Customers"
"4188","18037",6,32,"2011-07-08",70.02,1,3,1,1,"About to Sleep"
"4190","18041",20,12,"2011-11-28",4161.14,4,5,5,5,"Champions"
"4192","18043",3,14,"2011-11-15",559.51,3,1,1,1,"Promising Customers"
"4193","18044",10,11,"2011-12-05",2088.6,5,5,3,3,"About to Sleep"
"4198","18055",10,11,"2011-12-02",6784.19,5,5,5,5,"Champions"
"4201","18059",3,14,"2011-11-16",306.46,3,1,1,1,"Promising Customers"
"4202","18061",10,13,"2011-11-18",2119.41,4,5,3,3,"About to Sleep"
"4203","18062",3,35,"2011-06-19",720.52,1,1,1,1,"Lost Customers"
"4205","18065",6,11,"2011-12-04",2392.83,5,3,4,4,"About to Sleep"
"4209","18069",5,14,"2011-11-13",2021.82,3,3,3,3,"Need Attention"
"4212","18073",10,27,"2011-08-17",3864.44,1,5,5,5,"About to Sleep"
"4214","18075",10,14,"2011-11-16",2611.75,3,5,4,4,"Loyal Customers"
"4215","18077",11,12,"2011-12-01",2633.01,4,5,4,4,"Champions"
"4217","18079",3,17,"2011-10-25",3651.97,2,1,4,4,"About to Sleep"
"4219","18081",3,16,"2011-11-03",343.45,2,1,1,1,"About to Sleep"
"4226","18092",10,11,"2011-12-07",9068.26,5,5,5,5,"Champions"
"4227","18093",4,24,"2011-09-07",2106.52,1,2,3,3,"About to Sleep"
"4228","18094",5,22,"2011-09-19",3017.3,1,3,4,4,"About to Sleep"
"4230","18096",3,12,"2011-11-28",911.15,4,1,2,2,"Promising Customers"
"4231","18097",5,11,"2011-12-02",2697.8,5,3,4,4,"About to Sleep"
"4234","18102",26,10,"2011-12-09",256596.7,5,5,5,5,"Champions"
"4239","18109",25,11,"2011-12-08",7955.17,5,5,5,5,"Champions"
"4244","18116",8,20,"2011-10-03",1418.03,2,4,3,3,"About to Sleep"
"4246","18118",26,12,"2011-11-29",5610.72,4,5,5,5,"Champions"
"4250","18122",6,12,"2011-12-01",1826.21,4,3,3,3,"About to Sleep"
"4252","18125",4,15,"2011-11-10",1141.34,3,2,2,2,"Need Attention"
"4256","18130",3,13,"2011-11-24",1059.39,4,1,2,2,"Promising Customers"
"4258","18135",5,15,"2011-11-10",681.91,3,3,1,1,"About to Sleep"
"4259","18136",3,19,"2011-10-07",784.33,2,1,1,1,"About to Sleep"
"4265","18144",11,11,"2011-12-02",2888.75,5,5,4,4,"Champions"
"4266","18145",4,12,"2011-11-27",2861.55,4,2,4,4,"Potential Customers"
"4269","18149",3,18,"2011-10-20",612.08,2,1,1,1,"About to Sleep"
"4270","18150",3,15,"2011-11-07",566.58,3,1,1,1,"Promising Customers"
"4273","18155",3,21,"2011-09-25",371.62,1,1,1,1,"Lost Customers"
"4278","18161",5,13,"2011-11-24",1618.69,4,3,3,3,"About to Sleep"
"4281","18167",3,14,"2011-11-16",1384.86,3,1,2,2,"Promising Customers"
"4282","18168",6,36,"2011-06-16",1133.64,1,3,2,2,"About to Sleep"
"4284","18170",3,15,"2011-11-06",980.31,3,1,2,2,"Promising Customers"
"4285","18171",5,19,"2011-10-12",1231.31,2,3,2,2,"Need Attention"
"4286","18172",14,12,"2011-11-25",7559.6,4,5,5,5,"Champions"
"4287","18173",4,23,"2011-09-14",2106.84,1,2,3,3,"About to Sleep"
"4290","18177",5,15,"2011-11-08",1333.17,3,3,2,2,"Need Attention"
"4291","18178",4,29,"2011-08-03",1590.81,1,2,3,3,"About to Sleep"
"4292","18179",6,12,"2011-11-30",1793.17,4,3,3,3,"About to Sleep"
"4293","18180",6,11,"2011-12-05",1843.75,5,3,3,3,"About to Sleep"
"4298","18188",3,13,"2011-11-24",2001.04,4,1,3,3,"Potential Customers"
"4306","18198",17,11,"2011-12-05",5425.56,5,5,5,5,"Champions"
"4310","18204",3,21,"2011-09-29",1993.7,1,1,3,3,"About to Sleep"
"4313","18210",6,11,"2011-12-08",2621.38,5,3,4,4,"About to Sleep"
"4314","18211",5,14,"2011-11-14",600.07,3,3,1,1,"About to Sleep"
"4321","18219",9,11,"2011-12-07",2069.77,5,4,3,3,"About to Sleep"
"4323","18221",5,14,"2011-11-17",1041.61,3,3,2,2,"Need Attention"
"4325","18223",12,11,"2011-12-05",6458.89,5,5,5,5,"Champions"
"4327","18225",12,11,"2011-12-06",5509.12,5,5,5,5,"Champions"
"4328","18226",11,17,"2011-10-26",5228.05,2,5,5,5,"Loyal Customers"
"4331","18229",20,12,"2011-11-28",7276.9,4,5,5,5,"Champions"
"4332","18230",7,12,"2011-11-30",2810.2,4,4,4,4,"Champions"
"4333","18231",5,38,"2011-05-31",2083.27,1,3,3,3,"About to Sleep"
"4334","18232",4,22,"2011-09-19",592.97,1,2,1,1,"About to Sleep"
"4336","18235",3,21,"2011-09-29",1796.48,1,1,3,3,"About to Sleep"
"4337","18236",6,15,"2011-11-10",882.24,3,3,2,2,"Need Attention"
"4338","18237",5,11,"2011-12-07",987.1,5,3,2,2,"About to Sleep"
"4339","18239",5,42,"2011-05-05",1561.61,1,3,3,3,"About to Sleep"
"4341","18241",17,12,"2011-11-30",2073.09,4,5,3,3,"About to Sleep"
"4342","18242",3,21,"2011-09-28",2232.49,1,1,4,4,"Very Valuable"
"4343","18245",5,11,"2011-12-02",2567.06,5,3,4,4,"About to Sleep"
"4352","18257",7,16,"2011-10-31",2322.63,2,4,4,4,"Loyal Customers"
"4353","18259",3,14,"2011-11-15",2338.6,3,1,4,4,"Potential Customers"
"4354","18260",6,35,"2011-06-20",2643.2,1,3,4,4,"About to Sleep"
"4357","18263",3,14,"2011-11-14",1213.16,3,1,2,2,"Promising Customers"
"4362","18272",6,11,"2011-12-07",3078.58,5,3,4,4,"About to Sleep"
"4363","18273",3,11,"2011-12-07",204,5,1,1,1,"Recent Customers"
"4371","18283",14,11,"2011-12-06",2094.88,5,5,3,3,"About to Sleep"
"4372","18287",3,16,"2011-10-28",1837.28,2,1,3,3,"About to Sleep"
